unemprate,Year,State,total.population,male,female,under_5yrs,X5to9_yrs,X10to14_yrs,X15to19_yrs,X60to64_yrs,X65to74_yrs,X75to84_yrs,X85andover,median_age,X18yrsandover,whitepop,blackorafricanam_pop,americanindian_alnat,asian,hispanic_latino,housing_units,ES_16above,ES_inlabor,ES_not_inlabor,ES_own_under6,ES_Gov,ES_Const,ES_Manuf,Male_household_nofamily,None_Family_household,Householder_living_alone,Household_people_under18,Population_in_household,Relationship_child,Never_Married,Divorced,Kindergarten,X12grade_nodiploma,Some_college_no_degree,Grade_professional_degree,Naturalised_US_citizen,Not_US_citizen
6.7,2013,Missouri,6007182,2941951,3065231,383011,391370,395933,413955,347744,469964,274313,117761,38,4594138,4984653,691128,22781,98962,6007182,2713829,4755870,3059214,1696656,444850,368621,169016,318188,99123,819277,680592,739531,5833105,1710179,756505,258374,80575,333872,912460,391426,100536,133029
5.4,2013,Montana,998554,501549,497005,61040,63324,60431,66193,66446,85426,47444,20091,39.9,775259,893032,4038,64426,6246,998554,483303,801199,518296,282903,71904,87779,37617,22278,17244,149614,121932,113638,969761,258884,127587,47675,13143,37229,170943,60638,10451,9241
3.8,2013,Nebraska,1841625,913478,928147,130465,130228,124895,128739,101981,128342,85042,39201,36.3,1381509,1624312,84228,16408,34144,1841625,800277,1431428,1011281,420147,151328,137224,60905,101953,29557,253997,209345,231899,1790194,527431,231769,67043,26278,64633,289687,110466,40566,76064
9.6,2013,Nevada,2730066,1377138,1352928,183538,186314,181054,178694,155157,211680,99458,33924,36.6,2067996,1948808,224424,29446,202157,2730066,1177751,2143541,1414220,729321,214479,156931,79759,50594,61693,351626,272648,335328,2693904,804912,384988,140782,36351,166473,472954,137329,225718,296213
5.1,2013,New Hampshire,1319171,651106,668065,68116,76514,82466,93758,85046,104075,57982,25025,41.5,1038311,1240404,16011,2588,29337,1319171,615204,1074477,743855,330622,79778,96394,47584,90367,21180,172095,133028,157616,1278723,355875,167249,56761,14759,49712,175214,113132,37070,34488
8.2,2013,New Jersey,8832406,4304817,4527589,537907,560374,584130,593393,492824,644366,392802,184064,39.1,6785166,6108784,1197753,20482,756668,8832406,3563130,7028795,4677666,2351129,635941,605534,233339,369927,152868,979835,824045,1104442,8645670,2795924,1266451,237157,118092,385198,1024284,815429,957247,911565
6.9,2013,New Mexico,2069706,1024290,1045416,141533,143745,142726,146419,124665,163422,88316,33381,36.7,1555803,1511087,42196,189953,28034,2069706,902302,1612730,979565,633165,163939,199982,62241,44362,43614,263481,217781,248704,2026860,637544,290107,91767,28201,121550,321325,149149,68603,134929
7.7,2013,New York,19487053,9442496,10044557,1164577,1154990,1200760,1334705,1097758,1426716,865633,403034,38.1,15196034,12779326,3042152,72740,1479326,19487053,8113270,15717283,10009187,5708096,1347514,1475189,506514,609013,356305,2597194,2128968,2295527,18901364,5839712,3091580,547049,238854,1061006,2163527,1895278,2270762,2043941
8,2013,North Carolina,9651380,4702565,4948815,623707,639455,639716,657111,554084,742516,400726,151918,37.6,7369782,6727690,2068726,111733,221392,9651380,4349023,7622230,4850140,2772090,724660,650780,289134,534771,163103,1242677,1033896,1213257,9395519,2780792,1246210,345896,130853,599537,1405290,592958,230761,500007
2.9,2013,North Dakota,689781,349947,339834,45275,42715,40445,47931,38855,48703,33673,16874,36.4,535913,618098,9273,36659,7362,689781,324712,553026,389669,163357,53415,62551,27317,26411,11014,111632,89496,80813,664047,176134,100741,25160,9172,20889,107155,34066,6542,12027
7.5,2013,Ohio,11549590,5642666,5906924,706439,745401,766836,808017,692650,890162,540226,236258,39,8853774,9569431,1402897,20709,201394,11549590,5124221,9170484,5859516,3310968,825206,689690,272474,799513,197510,1608241,1348872,1407968,11237268,3349716,1522863,488296,148294,640684,1610416,720641,228494,232845
5.3,2013,Oklahoma,3785742,1873875,1911867,264159,262213,256923,260843,208692,292159,165856,63599,36.2,2850383,2783609,273421,266509,68161,3785742,1669828,2950783,1834366,1116417,302362,293406,121090,164597,69239,482613,405987,478108,3675359,1092571,451104,178423,56618,221671,595862,190572,69263,139764
7.9,2013,Oregon,3868721,1914014,1954707,233715,239829,240635,250953,247886,312897,168636,78540,38.7,3006433,3297149,70328,47411,147986,3868721,1677363,3106026,1961287,1144739,270169,251604,97305,194442,67015,549488,421168,453536,3781602,1036496,509551,177842,48136,173756,711019,290383,145722,233939
7.4,2013,Pennsylvania,12731381,6211805,6519576,722978,755977,778727,887355,770174,1025070,667560,312171,40.3,9971001,10467433,1385799,20258,363967,12731381,5565653,10310404,6503761,3806643,845088,674532,339203,732754,211068,1746381,1462305,1456320,12302669,3615520,1807674,420606,147963,666587,1435690,931539,389609,370228
9.3,2013,Rhode Island,1051695,508455,543240,55938,58499,64620,78024,61508,78453,49804,27301,39.6,831949,855594,66569,4616,32384,1051695,462516,859385,569175,290210,66007,66666,25595,57330,18839,152979,124767,122585,1009708,293933,161524,39421,11182,58828,130755,88877,69247,68712
7.6,2013,South Carolina,4679602,2276305,2403297,298242,302111,297443,321540,289690,395048,199410,71757,38.1,3600525,3144146,1298534,14732,61097,4679602,2143464,3720700,2295655,1425045,341317,326305,132429,271686,79230,581400,490121,569721,4540383,1344236,628326,170164,72289,312216,651510,280089,78031,147292
3.8,2013,South Dakota,825198,414382,410816,58935,57031,54704,57851,46897,59962,39910,19604,36.9,621017,706667,11531,71766,8597,825198,365694,643377,444211,199166,67841,68074,26946,39562,14007,113749,94358,101011,791231,226543,107486,33681,11188,28594,119234,42311,8680,14375
7.8,2013,Tennessee,6402387,3120796,3281591,403431,411772,423504,428201,382586,512510,273853,101573,38.2,4909634,5007014,1073534,16604,95801,6402387,2821797,5078433,3140665,1937768,466141,407077,181938,357764,109210,820616,694662,792503,6249085,1830324,779963,290422,82681,410057,907130,366520,103642,192749
6.3,2013,Texas,25639373,12729156,12910217,1934973,1954747,1906075,1884547,1237984,1568590,848059,319697,33.8,18714465,19075100,3030970,129219,1019260,25639373,10070703,19468136,12691031,6777105,2243691,1676911,914460,1083079,447557,2679716,2206158,3416037,25053229,8322527,3374368,913997,417271,1511267,3654061,1435463,1396701,2791229
4.6,2013,Utah,2813673,1414267,1399406,259342,250896,237415,220600,113139,146955,83050,31408,29.6,1934173,2487467,31101,31696,58150,2813673,988571,2021139,1382365,638774,304646,204927,83448,137574,36740,220816,171944,379327,2767206,1028305,327323,83994,50054,97839,444913,159985,80391,150978
4.4,2013,Vermont,625904,308544,317360,31237,34213,36991,45658,42509,53084,29562,12432,42,499262,595862,6139,1841,7922,625904,322915,515484,348495,166989,36487,47799,23940,34391,10457,95729,72895,71606,600630,153848,87124,27729,6716,24298,74867,59782,15071,10519
5.7,2013,Virginia,8100653,3977926,4122727,509788,517418,514349,549877,460887,586264,311054,125968,37.5,6244639,5627076,1568021,24816,457792,8100653,3381332,6453616,4303611,2150005,595348,808507,253886,289956,126645,985378,798775,1002271,7859322,2323502,1097548,271892,107273,405313,1091965,797164,434927,482627
7,2013,Washington,6819579,3401539,3418040,441534,435093,438454,451990,403238,493031,260041,118247,37.3,5234679,5350938,245041,94194,498941,6819579,2899538,5416136,3526776,1889360,509460,522143,194995,332763,116960,931240,727991,832600,6678662,1920360,923915,287515,86579,271071,1147528,525994,411667,486424
6.8,2013,West Virginia,1853619,913201,940418,103607,104752,109686,117142,128197,169620,98092,37257,41.5,1468456,1737996,58489,2955,12806,1853619,880951,1512388,826225,686163,118275,145721,49334,63532,32211,258023,221797,206805,1804114,496013,228750,92665,20807,132649,239787,91477,12279,14062
6.7,2013,Wisconsin,5706871,2832906,2873965,351295,367123,375398,395303,329946,421552,260860,119841,38.7,4381727,4966900,355873,49343,132609,5706871,2626142,4537877,3082381,1455496,412413,359154,151201,515649,97563,819189,659591,691271,5557806,1598697,773421,222885,89130,238713,809942,347418,112850,153641
4.7,2013,Wyoming,570134,291223,278911,39409,38160,36820,38168,33535,41307,22051,9043,36.8,433712,518388,5167,13268,4782,570134,263040,448295,309519,138776,46449,61511,22487,12563,9489,75828,61218,69497,556247,156978,69781,27074,7446,20769,103766,30861,6538,12044
6.8,2014,Alabama,4817678,2336020,2481658,299571,304412,321104,327579,292003,401417,217634,80210,38.2,3699760,3327891,1269808,25181,58322,4817678,2190638,3828799,2253005,1575794,341695,335663,133297,276563,78195,601792,525668,585393,4701072,1424776,603407,213911,62857,350044,708087,276545,55514,110963
6.9,2014,Alaska,728300,380119,348181,54498,51185,51427,50905,39721,40949,16077,5215,33.4,540210,484195,25148,102743,40976,728300,307820,560680,396856,163824,63129,89935,26569,12559,14419,83126,64117,91165,701193,228369,112384,33180,10553,24061,130886,45177,27910,23770
6.8,2014,Arizona,6561516,3258791,3302725,440616,453952,455871,454843,370619,559095,301840,113552,36.5,4941024,5174082,274380,290780,191071,6561516,2874548,5121781,3076534,2045247,510658,413670,180682,201880,128740,817847,650349,768113,6413649,1950876,925299,277265,88074,333929,1108486,427231,339481,544166
6,2014,Arkansas,2947036,1447235,1499801,193697,200107,197225,200220,173470,251769,137722,52684,37.6,2237479,2306073,458136,18337,38409,2947036,1329139,2315782,1372077,943705,222898,209113,81997,169189,51518,370909,315456,363598,2865686,840523,345924,138633,40243,192173,437258,139292,40384,95386
7.5,2014,California,38066920,18911519,19155401,2521299,2531195,2552173,2709174,1983216,2553063,1417512,647332,35.6,28854632,23650913,2262323,287360,5130536,38066920,13781929,29934838,19108876,10825962,2919581,2384745,999219,1668032,751106,3950994,3041390,4602710,37251410,11988569,6003778,1212842,514332,2079609,5465764,2838385,4911899,5378737
5,2014,Colorado,5197580,2608270,2589310,337435,352695,344661,341735,295848,359148,179860,75337,36.2,3962883,4364911,209062,49917,146561,5197580,2238624,4094922,2811701,1283221,395959,365945,188693,180757,90693,715889,560361,645529,5079689,1468342,721403,213557,70606,194477,783753,474009,192391,314812
6.6,2014,Connecticut,3592053,1750621,1841432,194338,217491,234666,255499,214499,280541,162971,87567,40.3,2796968,2789105,365871,8036,145842,3592053,1490381,2895925,1962119,933806,229399,236919,97974,191057,59301,456649,378669,436108,3472533,1068795,522666,127584,42633,150227,431807,401889,235507,254953
5.7,2014,Delaware,917060,443923,473137,55949,57547,56338,61458,55589,81415,42367,17300,39.1,712544,639354,198028,3134,31745,917060,411250,734886,469071,265815,64278,62984,25763,39704,16553,111205,90061,106391,892045,265913,127400,35852,11948,49100,122450,74117,35527,41352
7.8,2014,District of Columbia,633736,300030,333706,38546,29421,24069,38929,32123,39650,21744,10329,33.7,525747,254955,314138,2072,22785,633736,300798,536771,367510,169261,42838,84600,9964,3910,10071,153819,120523,55345,593525,138324,147672,21888,7491,29931,60863,133195,34483,54143
6.3,2014,Florida,19361792,9464651,9897141,1076836,1100919,1135272,1192305,1185073,1896734,1139305,482521,41.2,15340815,14747196,3114841,59121,490833,19361792,9051851,15817611,9415088,6402523,1247434,1074790,541489,438566,330379,2567346,2092482,2039308,18932457,5449311,2690640,883586,226374,1099577,2828529,1304635,1960009,1829820
7.1,2014,Georgia,9907756,4837995,5069761,670885,700472,703784,708712,529246,686153,331371,120712,35.8,7419088,5989234,3056726,25137,344195,9907756,4114496,7693577,4868842,2824735,778876,665708,274485,457141,166637,1133592,944648,1256257,9646660,3082884,1369925,369399,146103,599954,1352540,666183,371908,590838
4.4,2014,Hawaii,1392704,701406,691298,90103,83494,83738,82334,86553,113698,62888,35070,38.2,1086115,350634,26913,2725,529907,1392704,524852,1118419,731400,387019,101822,135662,44775,19694,24860,138551,107825,150817,1348972,388123,213392,48329,17770,47068,211193,98028,140906,108374
4.8,2014,Idaho,1599464,801678,797786,116313,120403,122181,113931,92104,124095,63653,25653,35.2,1170916,1468732,9334,20363,21749,1599464,675421,1216172,768276,447896,137288,112870,49880,69685,25327,178556,142654,202922,1570078,495917,179648,68095,23626,67315,274568,81463,34229,61406
7.1,2014,Illinois,12868747,6313324,6555423,810671,846832,863760,892754,714755,924083,527254,244946,37,9813781,9331376,1849054,28535,627402,12868747,5299433,10170489,6718857,3451632,945810,772662,308760,756747,218990,1647508,1370502,1558454,12568247,3963592,1885732,433758,170221,590256,1813377,1041514,838686,948240
6,2014,Indiana,6542411,3220649,3321762,424056,445854,449429,463664,374490,492028,276158,120602,37.2,4950389,5519313,598423,15286,114674,6542411,2811617,5131317,3288362,1842955,493580,339441,170233,557011,113797,836027,693527,811435,6353911,1934029,842166,292665,87636,356781,899154,365104,112699,199986
4.2,2014,Iowa,3078116,1526116,1552000,196675,203636,202629,214364,185706,240304,153423,76251,38,2352724,2813097,95716,9688,59726,3078116,1348151,2434242,1653714,780528,231585,216204,95899,233193,49991,435197,354507,374628,2978349,842641,388027,122336,43253,106989,439849,170493,54017,89693
4.5,2014,Kansas,2882946,1433243,1449703,202749,204229,199552,202736,161447,207466,126343,61250,36,2157975,2457815,167220,23727,72568,2882946,1240529,2236421,1507003,729418,237515,227505,86964,175547,48279,381352,316936,365319,2803825,842276,356533,117002,42466,111989,451696,201854,68325,127569
6.5,2014,Kentucky,4383272,2156251,2227021,277776,282464,287413,288814,263250,354219,186171,74106,38.3,3364922,3845535,345035,9000,53448,4383272,1938836,3476701,2079258,1397443,316543,286821,110690,256824,79946,567919,478553,545001,4253419,1234939,534529,209077,59302,280324,607604,262083,52653,95156
6.4,2014,Louisiana,4601049,2250251,2350798,311324,310980,308692,310477,260558,340124,183669,70014,36,3485438,2890570,1477781,28807,75409,4601049,1988460,3610029,2206928,1403101,359102,318409,161201,160428,87702,585536,494165,573105,4472827,1404250,663840,191075,64535,333310,645544,224281,72250,109392
5.6,2014,Maine,1328535,649601,678934,66079,73903,76279,84596,95955,125797,70945,29730,43.5,1063157,1262817,14865,7552,14610,1328535,724685,1095219,700142,395077,76958,92635,44325,59808,24115,205114,160744,148501,1292950,327255,164707,69147,14478,52066,190372,95586,25631,21498
5.8,2014,Maryland,5887776,2851238,3036538,367111,370782,377415,396418,339870,431518,228287,104252,38.1,4538800,3418336,1737155,16429,344956,5887776,2399375,4695768,3233680,1462088,426037,665509,197720,142983,104097,710066,581005,725615,5747580,1770153,848632,189241,78435,267259,779089,676079,397433,439968
5.7,2014,Massachusetts,6657291,3224430,3432861,365403,381739,401105,464830,392402,509204,298938,150458,39.3,5254679,5326774,465792,13642,384642,6657291,2816875,5427407,3667612,1759795,429904,424305,180968,309972,103708,923423,731151,779995,6409981,1900424,1020931,208836,80889,255123,741865,792803,520931,496435
7.2,2014,Michigan,9889024,4854677,5034347,578977,622670,657095,704179,611323,795071,447599,199410,39.3,7614747,7829621,1383205,54960,258567,9889024,4532719,7893971,4852108,3041863,676685,497231,204227,746413,173222,1326821,1106226,1170039,9661765,2940410,1385209,412096,129295,490686,1583140,679682,308236,302286
4.2,2014,Minnesota,5383661,2674354,2709307,349909,358637,355902,362869,307231,392161,229222,108999,37.6,4103639,4585781,290545,56490,230798,5383661,2364149,4247699,2976014,1271685,411125,339841,150168,377310,89343,743026,597373,664855,5248168,1538501,738455,189826,71489,164848,797819,392259,193791,209754
7.5,2014,Mississippi,2984345,1448840,1535505,201453,205557,211438,214272,169365,231320,125703,46145,36.3,2241046,1769693,1113652,13056,28067,2984345,1284794,2323223,1356974,966249,230117,229169,80532,156738,54591,342052,298413,379650,2889499,921370,402804,124673,46908,229320,440011,144880,23498,43473
6.1,2014,Missouri,6028076,2953719,3074357,379273,391887,394879,408501,356266,486203,276847,119502,38.1,4621582,4991914,695813,24269,101772,6028076,2723417,4781853,3054519,1727334,439298,363428,164707,315481,100961,828324,686875,733043,5853793,1715897,767733,262645,79864,326706,915730,401479,103033,132962
4.7,2014,Montana,1006370,505536,500834,61102,64285,60387,65465,68001,89502,48010,20672,39.8,782701,899503,4563,65110,6651,1006370,486782,807917,519814,288103,72362,87041,38339,21844,17850,151789,123214,113451,977533,261684,129499,48723,13365,36414,172907,63069,10894,9626
3.3,2014,Nebraska,1855617,921597,934020,130448,131016,126689,128468,104776,133009,85000,39654,36.2,1392964,1637794,86423,16163,35696,1855617,805256,1442692,1016841,425851,151013,137885,62076,102662,30529,255607,210048,233014,1804020,530933,234563,68724,26078,64335,289033,113296,42721,77696
7.9,2014,Nevada,2761584,1390921,1370663,180577,187517,181793,177664,158776,223343,103830,35010,36.9,2100484,1935379,229638,30155,207610,2761584,1185232,2175721,1415924,759797,211691,156223,75361,51165,62965,357460,279093,330977,2725162,816584,395057,143871,37267,166385,481419,141721,233551,293484
4.3,2014,New Hampshire,1321069,651809,669260,66576,75728,80599,92670,88343,109886,58656,25342,41.8,1045343,1239543,16293,2510,30560,1321069,617286,1080795,742731,338064,78753,95286,49247,88217,22117,172352,131975,155725,1280629,354587,170652,57480,15271,49369,173926,117855,38529,34883
6.8,2014,New Jersey,8874374,4326518,4547856,535871,556159,582386,588535,505848,669942,390293,189029,39.3,6838290,6094052,1201339,18921,779841,8874374,3572138,7080181,4695156,2385025,632042,599894,235821,366432,154011,980423,822993,1096901,8687835,2812892,1283298,239931,116320,376809,1026756,838125,989166,915239
6.7,2014,New Mexico,2080085,1029757,1050328,140022,142385,143728,143923,127885,170263,91142,33862,36.8,1569208,1521876,42515,190350,28578,2080085,907233,1625155,977579,647576,162926,200030,60090,43074,44080,266547,220838,247555,2037138,640804,295803,94190,29007,121093,324492,153085,70926,134955
6.3,2014,New York,19594330,9495978,10098352,1170258,1156152,1188491,1313973,1123417,1479233,865115,410824,38.1,15322098,12733518,3060048,74572,1522549,19594330,8153309,15832743,10054448,5778295,1350548,1457151,507377,602516,358886,2619511,2144342,2266694,19011066,5868178,3136968,556760,240389,1048770,2169590,1944452,2317787,2058158
6.3,2014,North Carolina,9750405,4750366,5000039,618246,639723,647991,654448,562351,780502,408220,157370,37.8,7466181,6784901,2093389,113798,231830,9750405,4385668,7717630,4879118,2838512,719787,651270,284986,535084,166170,1257541,1044307,1209358,9495510,2815815,1274546,352193,131991,590605,1424961,620248,240268,500967
2.7,2014,North Dakota,704925,358862,346063,46870,44954,40840,48403,39869,50171,33726,17005,35.9,546624,628770,10781,36989,8124,704925,332010,563755,397250,166505,54975,64439,28185,26135,11484,114613,91257,82783,678761,179687,104751,25844,9709,20803,108378,35245,7484,13071
5.8,2014,Ohio,11560380,5651577,5908803,700088,741211,761422,793937,709192,923149,539324,242126,39.1,8886719,9549343,1407493,21077,208725,11560380,5135173,9197668,5848381,3349287,817363,680889,272867,814097,203010,1625918,1361821,1397452,11250441,3336391,1545345,494595,147283,624538,1607698,741400,233953,235238
4.5,2014,Oklahoma,3818851,1891526,1927325,264867,264936,259640,259043,213072,301305,168209,64554,36.2,2877526,2799122,277007,274099,71396,3818851,1680457,2977835,1843140,1134695,303284,292127,120100,167846,70347,485788,407376,478327,3708737,1102531,459360,182302,56420,219751,597883,196219,70846,143935
6.8,2014,Oregon,3900343,1929053,1971290,231807,239781,240964,247827,257673,331306,169999,80968,38.9,3040254,3317668,70700,47155,152259,3900343,1685814,3139152,1961375,1177777,268239,252417,96374,196950,68717,556838,425317,451697,3813328,1040374,520167,184022,48022,173081,713309,299277,150498,233488
5.9,2014,Pennsylvania,12758729,6230805,6527924,719941,751562,774622,872281,792712,1061842,661263,318453,40.4,10018509,10449680,1395718,22951,377735,12758729,5578393,10351296,6508402,3842894,840107,662495,339420,725132,215905,1753797,1465444,1440740,12329406,3620701,1836170,428416,147219,651043,1436713,960596,401469,380634
7.7,2014,Rhode Island,1053252,509826,543426,55512,58459,63455,76889,63224,81642,48988,28042,39.7,835826,856605,66827,4951,32994,1053252,462930,862851,568439,294412,65515,66835,26294,56078,19212,153533,123874,120238,1011282,294156,164008,39958,10716,59177,131602,90148,70049,67969
6.5,2014,South Carolina,4727273,2298320,2428953,295468,302448,301785,317103,296839,416941,203419,75091,38.3,3647245,3176381,1305347,15137,63199,4727273,2160383,3768421,2306384,1462037,338576,328304,132328,278072,81790,591443,498640,566734,4589260,1357096,637545,177261,72588,308689,663550,290052,81502,144951
3.4,2014,South Dakota,834708,419494,415214,59303,57691,55424,57997,49347,62692,39912,19740,36.8,628698,712496,12642,72016,9433,834708,369186,651429,450131,201298,68363,68027,27615,41144,14883,116306,96386,100190,800706,229232,111123,34120,11504,28192,119701,43612,9096,15304
6.6,2014,Tennessee,6451365,3143195,3308170,402121,413268,423990,424724,389854,535098,279985,103135,38.3,4958891,5029109,1082001,17656,98441,6451365,2839142,5125250,3149077,1976173,463216,406890,181046,367255,110902,829178,699433,788274,6297168,1845258,797037,291871,81428,398852,911486,381055,109057,195738
5.1,2014,Texas,26092033,12949685,13142348,1940753,1976991,1936129,1891849,1282131,1649502,870036,330219,33.9,19101945,19499105,3094227,127236,1067008,26092033,10187189,19858082,12889163,6968919,2254839,1687779,921062,1095393,456033,2735627,2248358,3435841,25501018,8478812,3470721,938948,419686,1505854,3726610,1501274,1454672,2842276
3.8,2014,Utah,2858111,1436648,1421463,257214,254193,243107,221784,118856,154578,84816,32277,29.9,1969166,2515352,31163,31999,60631,2858111,999734,2057591,1399952,657639,303278,204347,83313,140848,37610,222753,174359,382714,2811966,1045822,336559,85077,51494,98358,453180,167048,84697,154987
3.9,2014,Vermont,626358,308506,317852,30738,33940,36644,45186,43804,55892,29707,12879,42.2,501347,595385,6435,2008,8200,626358,324332,517411,347486,169925,36404,48213,24128,34889,10603,96380,73416,70652,601021,152876,87314,28473,6671,23725,75982,60781,15201,10979
5.2,2014,Virginia,8185131,4022624,4162507,511320,518815,517643,550376,470774,614708,314997,131343,37.6,6322847,5668363,1577943,23421,475632,8185131,3403241,6531424,4338606,2192818,596307,819121,253932,289872,129210,994604,806539,1002599,7943875,2350171,1117524,277113,106906,394451,1100887,826694,454434,494050
6.1,2014,Washington,6899123,3443508,3455615,443807,436666,441813,447691,415188,523311,262529,122651,37.4,5308928,5392302,250484,95117,518072,6899123,2921364,5488038,3551870,1936168,512540,525704,192873,335573,117522,939749,735032,829958,6758532,1944747,942696,291122,88053,267336,1155397,544381,427201,493493
6.6,2014,West Virginia,1853881,914580,939301,103044,105796,108408,114769,130371,175725,98022,37878,41.6,1470154,1735816,59129,3075,13144,1853881,883197,1513749,821389,692360,117982,144903,47516,61657,32580,260547,222088,205637,1804374,492111,232436,92828,20935,130192,238733,93060,12969,14571
5.4,2014,Wisconsin,5724692,2842050,2882642,347284,365842,375173,391968,343237,439787,261421,122791,38.8,4408031,4965198,357758,49563,137404,5724692,2635602,4561244,3076311,1484933,407101,358177,149901,524097,100912,823891,664071,685844,5575300,1604207,783752,227825,87411,231790,811610,358816,114684,153740
4.1,2014,Wyoming,575251,293467,281784,38932,38374,37663,37463,35537,43430,22691,9102,36.8,438387,522535,5958,13144,5377,575251,265195,453096,310018,143078,45251,62036,22286,12011,9885,78193,62371,69159,561129,157311,70972,28458,7604,21335,104321,31724,7063,12273
6.1,2015,Alabama,4830620,2341093,2489527,295054,305714,318437,324020,297297,416983,220721,81622,38.4,3718646,3325464,1276544,23850,59599,4830620,2199329,3846845,2242401,1604444,337782,329365,130220,281016,78073,609358,532123,581680,4713245,1424435,613105,213443,62092,343006,711180,282838,58697,108527
6.5,2015,Alaska,733375,384160,349215,54953,51339,51171,50306,40768,43803,16501,5402,33.4,545248,484250,25022,101313,42921,733375,308261,565212,399077,166135,63679,88236,26411,12098,14733,83407,64538,89686,706026,230218,117053,32365,10640,22990,130983,46720,29717,24330
6.1,2015,Arizona,6641928,3299088,3342840,433835,455634,456495,456343,378638,588977,312535,118563,36.8,5024639,5210335,281576,294721,200090,6641928,2890664,5207123,3106324,2100799,502325,411874,185028,204240,131803,830832,659485,767607,6491160,1970330,950858,283950,87639,337830,1118715,445585,354181,541823
5,2015,Arkansas,2958208,1451913,1506295,191780,201216,196569,198997,174325,260630,139653,53380,37.7,2250387,2307849,459748,18409,40336,2958208,1335016,2328384,1365791,962593,218936,205471,81819,170593,50484,378101,320642,362679,2875876,841229,351044,139710,40561,188138,440740,146358,42878,95944
6.2,2015,California,38421464,19087135,19334329,2511776,2535231,2542835,2667596,2036795,2688470,1446913,661937,35.8,29247121,23747013,2265387,287028,5261978,38421464,13845790,30312429,19269449,11042980,2908143,2379746,1029140,1687092,759047,3985067,3062512,4586275,37604610,12078140,6108337,1223367,515379,2067120,5516887,2936588,5042643,5347443
3.9,2015,Colorado,5278906,2648667,2630239,336874,353327,350509,342509,306739,383044,184310,77486,36.3,4037050,4446095,213787,50008,153467,5278906,2261063,4168824,2852439,1316385,394562,365666,195258,182453,91627,723496,560467,652223,5162330,1485598,736254,217735,70920,191341,790822,494030,199542,316230
5.7,2015,Connecticut,3593222,1751607,1841615,191445,214983,231075,255286,219040,291955,162332,87991,40.4,2808486,2778362,370501,8908,150670,3593222,1491786,2906229,1962170,944059,225910,235603,100593,191286,58815,456944,378145,426413,3475053,1072559,529636,127191,41868,144132,430129,409606,243086,257075
4.9,2015,Delaware,926454,448413,478041,55812,56959,56966,60636,57942,85922,43569,17717,39.3,722300,642623,200481,3140,33643,926454,414416,744949,473007,271942,64207,63051,25908,39404,17088,113715,91710,105762,901179,265302,130410,36455,11845,48408,124543,77221,36393,43770
6.9,2015,District of Columbia,647484,306674,340810,40433,30517,24714,38439,32164,41097,21690,10512,33.7,536179,260325,316447,2154,23822,647484,303312,546805,377072,169733,45172,85936,10130,4356,10502,154653,119803,58930,607259,141084,149171,21585,7554,29054,62033,141872,36734,54854
5.5,2015,Florida,19645772,9600009,10045763,1081057,1110752,1140728,1187205,1217474,1984853,1167015,499123,41.4,15604649,14934702,3171108,54569,509085,19645772,9094999,16077778,9510681,6567097,1249831,1067602,565396,445101,338899,2600606,2119042,2041196,19215626,5533098,2754067,900277,226608,1077209,2858695,1361593,2043507,1832192
6,2015,Georgia,10006693,4883331,5123362,665305,702218,708237,707733,539773,724626,342718,123123,35.9,7515613,6025691,3096757,25887,360448,10006693,4133065,7792052,4906258,2885794,773364,666382,278360,468172,168974,1150827,956577,1256799,9745188,3113274,1395342,373114,146221,595578,1366635,695298,392838,588643
3.6,2015,Hawaii,1406299,709871,696428,91057,84541,83879,80861,86155,119993,63068,36589,38,1098102,357164,28688,3012,530551,1406299,527388,1130491,736939,393552,103985,134580,46400,19767,24840,136960,106168,150768,1362527,392290,216015,48072,17369,46787,211813,100704,141775,107544
4.1,2015,Idaho,1616547,810464,806083,114833,122344,122409,114521,94974,131389,65695,25730,35.5,1186901,1482914,9900,20504,21711,1616547,680302,1232564,774526,458038,135685,113208,50710,70553,25859,183152,147698,201010,1586697,499976,186102,69051,23884,66332,277700,84354,34957,62931
6,2015,Illinois,12873761,6316899,6556862,801195,839359,856765,879516,735422,960789,531936,245263,37.3,9850027,9312771,1846108,28363,645642,12873761,5303675,10201787,6712162,3489625,935386,756715,313232,765301,218183,1661705,1383686,1541976,12573306,3955020,1901776,431683,167787,570134,1816777,1066084,863945,939742
4.8,2015,Indiana,6568645,3235263,3333382,420939,441865,451474,461816,383765,512828,277241,123062,37.3,4981994,5529201,603014,14793,121729,6568645,2820253,5160786,3300531,1860255,488702,333868,175010,569228,116108,846894,701587,808705,6379892,1942104,855873,295758,85793,351986,901226,375509,114953,201415
3.8,2015,Iowa,3093526,1534595,1558931,196570,204837,203159,214539,190878,249287,153362,77119,38.1,2366903,2820046,97788,9977,62997,3093526,1354264,2447401,1656968,790433,231180,213324,97457,239613,51245,438928,356751,374145,2993082,847199,393040,124744,43551,105938,440810,173980,54514,91853
4.2,2015,Kansas,2892987,1439862,1453125,200720,202503,201467,202699,164564,216059,127281,60955,36,2169470,2464566,168402,24022,75653,2892987,1244372,2247842,1507080,740762,235069,222381,88203,176444,48857,384004,319955,363415,2813882,848029,364056,117382,42191,110237,452272,205994,71844,128438
